responsibility,purity,boundary,lifecycle,base_hadron,quark_parent,touchpoints,is_impossible,impossible_reason,visual_3d,emergence_rarity_2025,continente_cor,particula_fundamental,hadron_subtipo,forma_3d_base_variacao,exemplo_real_linguagem_neutro,regra_detecao
Create,Impure,Domain,Singleton,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Create,Impure,Domain,Scoped,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Create,Impure,Domain,Transient,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Create,Impure,Application,Singleton,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Create,Impure,Application,Scoped,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Create,Impure,Application,Transient,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Create,Impure,Infrastructure,Singleton,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Create,Impure,Infrastructure,Scoped,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Create,Impure,Infrastructure,Transient,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Create,Idempotent,Domain,Singleton,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Create,Idempotent,Domain,Scoped,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Create,Idempotent,Domain,Transient,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Create,Idempotent,Application,Singleton,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Create,Idempotent,Application,Scoped,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Create,Idempotent,Application,Transient,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Create,Idempotent,Infrastructure,Singleton,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Create,Idempotent,Infrastructure,Scoped,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Create,Idempotent,Infrastructure,Transient,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Create,ExternalIO,Domain,Singleton,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Create,ExternalIO,Domain,Scoped,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Create,ExternalIO,Domain,Transient,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Create,ExternalIO,Application,Singleton,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Create,ExternalIO,Application,Scoped,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Create,ExternalIO,Application,Transient,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Create,ExternalIO,Infrastructure,Singleton,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Create,ExternalIO,Infrastructure,Scoped,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Create,ExternalIO,Infrastructure,Transient,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Read,Pure,Domain,Singleton,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Read,Pure,Domain,Scoped,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Read,Pure,Domain,Transient,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Read,Pure,Application,Singleton,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Read,Pure,Application,Scoped,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Read,Pure,Application,Transient,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Read,Pure,Infrastructure,Singleton,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Read,Pure,Infrastructure,Scoped,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Read,Pure,Infrastructure,Transient,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Read,Impure,Domain,Singleton,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Read,Impure,Domain,Scoped,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Read,Impure,Domain,Transient,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Read,Impure,Application,Singleton,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Read,Impure,Application,Scoped,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Read,Impure,Application,Transient,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Read,Impure,Infrastructure,Singleton,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Read,Impure,Infrastructure,Scoped,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Read,Impure,Infrastructure,Transient,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Read,Idempotent,Domain,Singleton,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Read,Idempotent,Domain,Scoped,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Read,Idempotent,Domain,Transient,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Read,Idempotent,Application,Singleton,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Read,Idempotent,Application,Scoped,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Read,Idempotent,Application,Transient,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Read,Idempotent,Infrastructure,Singleton,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Read,Idempotent,Infrastructure,Scoped,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Read,Idempotent,Infrastructure,Transient,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Read,ExternalIO,Domain,Singleton,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Read,ExternalIO,Domain,Scoped,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Read,ExternalIO,Domain,Transient,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Read,ExternalIO,Application,Singleton,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Read,ExternalIO,Application,Scoped,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Read,ExternalIO,Application,Transient,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Read,ExternalIO,Infrastructure,Singleton,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Read,ExternalIO,Infrastructure,Scoped,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Read,ExternalIO,Infrastructure,Transient,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Update,Pure,Domain,Singleton,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Update,Pure,Domain,Scoped,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Update,Pure,Domain,Transient,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Update,Pure,Application,Singleton,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Update,Pure,Application,Scoped,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Update,Pure,Application,Transient,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Update,Pure,Infrastructure,Singleton,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Update,Pure,Infrastructure,Scoped,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Update,Pure,Infrastructure,Transient,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Update,Impure,Domain,Singleton,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Update,Impure,Domain,Scoped,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Update,Impure,Domain,Transient,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Update,Impure,Application,Singleton,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Update,Impure,Application,Scoped,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Update,Impure,Application,Transient,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Update,Impure,Infrastructure,Singleton,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Update,Impure,Infrastructure,Scoped,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Update,Impure,Infrastructure,Transient,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Update,Idempotent,Domain,Singleton,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Update,Idempotent,Domain,Scoped,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Update,Idempotent,Domain,Transient,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Update,Idempotent,Application,Singleton,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Update,Idempotent,Application,Scoped,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Update,Idempotent,Application,Transient,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Update,Idempotent,Infrastructure,Singleton,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Update,Idempotent,Infrastructure,Scoped,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Update,Idempotent,Infrastructure,Transient,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Update,ExternalIO,Domain,Singleton,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Update,ExternalIO,Domain,Scoped,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Update,ExternalIO,Domain,Transient,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Update,ExternalIO,Application,Singleton,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Update,ExternalIO,Application,Scoped,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Update,ExternalIO,Application,Transient,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Update,ExternalIO,Infrastructure,Singleton,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Update,ExternalIO,Infrastructure,Scoped,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Update,ExternalIO,Infrastructure,Transient,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Delete,Pure,Domain,Singleton,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Delete,Pure,Domain,Scoped,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Delete,Pure,Domain,Transient,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Delete,Pure,Application,Singleton,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Delete,Pure,Application,Scoped,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Delete,Pure,Application,Transient,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Delete,Pure,Infrastructure,Singleton,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Delete,Pure,Infrastructure,Scoped,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Delete,Pure,Infrastructure,Transient,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Delete,Impure,Domain,Singleton,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Delete,Impure,Domain,Scoped,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Delete,Impure,Domain,Transient,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Delete,Impure,Application,Singleton,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Delete,Impure,Application,Scoped,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Delete,Impure,Application,Transient,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Delete,Impure,Infrastructure,Singleton,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Delete,Impure,Infrastructure,Scoped,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Delete,Impure,Infrastructure,Transient,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Delete,Idempotent,Domain,Singleton,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Delete,Idempotent,Domain,Scoped,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Delete,Idempotent,Domain,Transient,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Delete,Idempotent,Application,Singleton,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Delete,Idempotent,Application,Scoped,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Delete,Idempotent,Application,Transient,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Delete,Idempotent,Infrastructure,Singleton,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Delete,Idempotent,Infrastructure,Scoped,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Delete,Idempotent,Infrastructure,Transient,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Delete,ExternalIO,Domain,Singleton,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Delete,ExternalIO,Domain,Scoped,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Delete,ExternalIO,Domain,Transient,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Delete,ExternalIO,Application,Singleton,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Delete,ExternalIO,Application,Scoped,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Delete,ExternalIO,Application,Transient,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Delete,ExternalIO,Infrastructure,Singleton,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Delete,ExternalIO,Infrastructure,Scoped,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Delete,ExternalIO,Infrastructure,Transient,WebWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,WebWorker,icosahedron + glow,new Worker('worker.js'),new Worker
Create,Pure,Domain,Singleton,ServiceWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,ServiceWorker,icosahedron + glow,self.addEventListener('install'),Service Worker scope
Create,Pure,Domain,Scoped,ServiceWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,ServiceWorker,icosahedron + glow,self.addEventListener('install'),Service Worker scope
